timestamp,cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,target,latency_ms,throughput,cost,utilization,gdp_growth,electricity_price_index
2024-01-01 15:00:00,60.67214616878467,48.7131281146811,5.490384714766053,,Microsoft Azure,East US,Standard_E8s_v4,2.0,16.0,0.12,57.08444075255359,,146.63231172114874,0.0815433644508465,0.6067214616878467,2.3,
2024-01-01 16:00:00,48.36098410595905,38.06645302642867,14.757847477600478,12.789932422718438,,,,8.0,,,45.272624782099925,,,0.1733257670357572,0.4836098410595905,2.3,0.12
2024-01-01 17:00:00,52.60189565321759,58.77907013399459,5.903915923532629,6.612270733027871,,Japan East,Standard_E8s_v4,,32.0,0.32,54.45504799745069,34.383186324687166,128.5287993704161,0.2053578006301614,0.5260189565321759,1.2,0.22
2024-01-01 18:00:00,73.93257593716312,42.78762961327635,,9.90259612434298,Microsoft Azure,Central India,Standard_F8s_v2,4.0,16.0,,,,116.5682045725546,0.1301213336494071,,6.2,0.1
2024-01-01 19:00:00,50.08139256741351,39.639766521270566,8.668032403662139,8.981037660462192,Microsoft Azure,,Standard_E8s_v4,4.0,16.0,0.16,46.94890475357062,31.197941212796195,,0.089745855480805,0.5008139256741351,2.3,0.12
2024-01-01 20:00:00,23.4199491442095,34.21713980841015,12.373384738852128,,Microsoft Azure,West Europe,Standard_D2s_v3,4.0,16.0,0.16,26.65910634346969,,130.46598672931503,0.0464651791021116,0.234199491442095,1.8,0.24
2024-01-01 21:00:00,38.19981170843267,50.15046644321934,8.264170816398007,13.045932008473471,Microsoft Azure,Japan East,,8.0,64.0,0.48,41.78500812886867,65.82185192523777,,0.2236980973645816,0.3819981170843267,1.2,0.22
2024-01-01 22:00:00,65.28454161232017,43.117182811716766,7.095029300737521,9.876052183717178,Microsoft Azure,Southeast Asia,Standard_F8s_v2,,32.0,0.32,58.634333972139146,,137.15650475936283,0.238158007801744,0.6528454161232017,4.9,
2024-01-01 23:00:00,31.258760286684765,59.26406227067987,3.07932378676688,7.493144455827444,Microsoft Azure,East US,,4.0,32.0,0.24,39.660350881883296,41.214584035404826,150.25996582841597,0.0840235476506086,,2.3,0.12
2024-01-02 00:00:00,58.00460656937823,76.36122589142045,13.391432676588591,2.7368998229826507,,Southeast Asia,Standard_D4s_v3,8.0,,,63.51159236599089,36.49163451815542,108.88753139452044,0.2116008047650918,0.5800460656937823,4.9,0.14
2024-01-02 01:00:00,35.518465689135816,62.903679748163086,6.797395263744833,3.928773985596104,Microsoft Azure,West Europe,,4.0,,0.16,43.73402990684399,32.254967487167214,126.77654371855658,0.0704686359272454,,,0.24
2024-01-02 02:00:00,,70.19460824041124,8.048828170646159,,Microsoft Azure,,,2.0,8.0,0.08,91.05838247212336,,,0.0976,1.0,1.2,0.22
2024-01-02 03:00:00,,25.581794363644214,6.751809209439258,,Microsoft Azure,Southeast Asia,Standard_D2s_v3,4.0,,,50.55259159603578,24.59845726725248,,0.1675919339901067,0.6125436183848931,,0.14
2024-01-02 04:00:00,78.9360426770223,100.0,,13.378348629932368,Microsoft Azure,,Standard_D4s_v3,8.0,64.0,0.48,85.25522987391561,36.1854538510332,128.60170328505055,0.4698273260136367,,1.8,0.24
2024-01-02 05:00:00,97.7430167796438,67.86603611842104,28.05235799708932,,Microsoft Azure,Southeast Asia,Standard_E8s_v4,4.0,16.0,0.16,88.77992258127696,39.706537651876616,107.839180848691,0.1782832626060703,0.977430167796438,4.9,0.14
2024-01-02 06:00:00,83.1029827045787,58.68359872208575,8.065939913897424,5.528032590785763,Microsoft Azure,Japan East,,4.0,,0.24,75.7771675098308,45.61177334655238,117.74803417049483,0.2433255333590064,0.831029827045787,1.2,0.22
2024-01-02 07:00:00,67.26575195708445,88.95277682951559,15.769595921231575,,Microsoft Azure,Japan East,Standard_D2s_v3,4.0,16.0,,73.77185941881379,25.235439165745163,133.67743452925097,,0.6726575195708445,1.2,
2024-01-02 08:00:00,72.01541764487008,88.06684695289773,16.765212564858537,10.147430355312132,Microsoft Azure,Japan East,Standard_E8s_v4,,8.0,0.08,76.83084643727838,42.44747267179263,137.04882428237408,0.0702870476213931,0.7201541764487008,,0.22
2024-01-02 09:00:00,67.12859754330206,66.74546005694249,17.28864904435275,,Microsoft Azure,East US,Standard_E8s_v4,2.0,8.0,0.08,67.01365629739419,,148.0885445422879,0.0601472233987986,0.6712859754330206,2.3,0.12
2024-01-02 10:00:00,,64.27227361841707,12.020334909554984,22.96642466832366,Microsoft Azure,Japan East,Standard_E8s_v4,2.0,8.0,0.08,89.28168208552512,38.2366631609402,142.22460735692883,0.0976,1.0,1.2,0.22
2024-01-02 11:00:00,74.01816032904522,46.04398737899164,8.376093792643095,3.8372834398399114,Microsoft Azure,East US,Standard_D2s_v3,4.0,16.0,0.16,65.62590844402914,,127.24707028842816,0.132640543309649,0.7401816032904521,2.3,0.12
2024-01-02 12:00:00,57.41078822024458,35.55508878033433,,9.983527967918503,Microsoft Azure,Japan East,Standard_E8s_v4,4.0,32.0,,50.8540783882715,26.97976508289753,102.94143497199616,0.1680987879088761,,1.2,0.22
2024-01-02 13:00:00,55.06895467229427,69.41053468529552,12.060430630803973,9.521393413954677,Microsoft Azure,,Standard_E8s_v4,2.0,,0.08,59.37142867619464,38.21369377679153,111.4199690842208,,0.5506895467229427,4.9,0.14
2024-01-02 14:00:00,57.84391227336448,31.65317835413419,10.343106489676446,,Microsoft Azure,West Europe,Standard_E8s_v4,2.0,16.0,,49.98669209759539,,108.20306189705327,,0.5784391227336447,1.8,0.24
2024-01-02 15:00:00,40.435756341566574,60.8557537105363,5.214150323781711,6.139779406129168,,East US,Standard_D2s_v3,4.0,32.0,0.24,46.56175555225749,33.12121333128554,131.56810784102797,0.1086913130461309,0.4043575634156657,2.3,
2024-01-02 16:00:00,32.06955462984708,27.42229328865148,8.133704972984447,6.053732512285884,,West Europe,Standard_E8s_v4,4.0,32.0,0.24,30.6753762274884,38.93535337205205,138.54907541323664,0.0954389945784249,,1.8,0.24
2024-01-02 17:00:00,60.27291719301307,32.11570393042021,7.227668429630899,9.525322853325328,Microsoft Azure,West Europe,Standard_D4s_v3,4.0,32.0,,51.82575321423521,47.21681007913982,154.30944491368115,0.1793722015664069,0.6027291719301308,1.8,0.24
2024-01-02 18:00:00,34.52157062592641,36.16917399053705,6.871252304224994,11.27927886126944,Microsoft Azure,,Standard_D4s_v3,8.0,32.0,0.32,,31.12499446424557,127.98843947171788,0.1237253091233202,0.345215706259264,2.3,0.12
2024-01-02 19:00:00,45.233407528970965,,8.729530635507945,4.457147187548314,Microsoft Azure,Japan East,Standard_D2s_v3,2.0,16.0,0.12,43.296658362410014,39.28393447980164,81.64714573160944,0.0662217086224134,,,0.22
2024-01-02 20:00:00,60.38612858396401,45.43177773264569,13.151616185569496,25.29320005708852,Microsoft Azure,West Europe,Standard_D4s_v3,4.0,32.0,0.24,,,94.49041881844612,0.1797091186658768,,,0.24
2024-01-02 21:00:00,44.167832279740246,49.192397832426416,7.523472916761345,15.070089017771684,Microsoft Azure,Japan East,Standard_D2s_v3,,32.0,0.24,45.67520194554609,51.41962193396392,129.00422505338787,,0.4416783227974024,1.2,
2024-01-02 22:00:00,75.52835622054194,53.24475815379693,2.831162567070681,9.092575176985408,Microsoft Azure,East US,Standard_E8s_v4,8.0,,0.48,68.84327680051844,46.35738382034996,123.20102671396153,0.4060404430416335,0.7552835622054194,2.3,0.12
2024-01-02 23:00:00,48.47702025133619,,,28.126849233256763,Microsoft Azure,West Europe,Standard_D2s_v3,4.0,16.0,0.16,44.49534888758405,26.185161600145918,,0.096178408178651,0.4847702025133619,1.8,0.24
2024-01-03 00:00:00,69.75704561327251,,14.783139934117075,4.466091946909328,Microsoft Azure,,Standard_E8s_v4,2.0,8.0,,66.98726153439414,39.03285487752427,,0.0636184255993045,0.6975704561327251,4.9,0.14
2024-01-03 01:00:00,42.05355613100725,46.11346613883819,9.192353038421953,24.371148031449533,Microsoft Azure,Japan East,Standard_D4s_v3,2.0,,,43.27152913335652,35.28210841577383,132.86472476726348,0.041044270783863,,1.2,0.22
2024-01-03 02:00:00,92.43295050212627,80.74868885148702,7.936652065172883,7.539831880970413,Microsoft Azure,Central India,,,8.0,0.08,,30.39345407484256,179.3535435850149,0.0813409964418711,0.9243295050212628,,0.1
2024-01-03 03:00:00,67.11944730113154,85.33674828489954,13.963695385356242,5.092697771863644,,,Standard_D2s_v3,4.0,32.0,0.24,72.58463759626194,,100.722836487389,0.1997474751681674,0.6711944730113154,1.8,
2024-01-03 04:00:00,88.19520207873936,63.89908074057659,9.950345885095782,21.83224894564991,Microsoft Azure,East US,Standard_D2s_v3,8.0,64.0,0.48,80.90636567729052,42.0531180555956,,0.4741374063753028,0.8819520207873935,,0.12
2024-01-03 05:00:00,77.96141216964563,71.38038880550963,8.684213044119417,15.789024326943078,Microsoft Azure,,Standard_F8s_v2,2.0,16.0,,75.98710516040482,50.27533312376104,120.69227329040532,0.1160065813084327,0.7796141216964563,1.8,0.24
2024-01-03 06:00:00,81.38198951462199,,8.946038492037092,7.274504967856556,Microsoft Azure,East US,Standard_D2s_v3,4.0,16.0,0.16,78.22343831498455,,,0.1458365252102026,0.8138198951462199,2.3,
2024-01-03 07:00:00,92.60165231484211,83.42674466169733,11.570945188235058,,,Southeast Asia,,8.0,64.0,0.48,89.84918001889866,,133.2079152407594,0.506716241466816,0.9260165231484212,4.9,0.14
2024-01-03 08:00:00,80.53169986694532,69.07587086693587,14.660781073087568,6.01156484988006,,,Standard_E8s_v4,4.0,16.0,,77.09495116694248,,166.17450828619008,,0.8053169986694532,6.2,0.1
2024-01-03 09:00:00,78.6531409564254,100.0,4.79986230965205,6.197264078852981,Microsoft Azure,Japan East,,8.0,32.0,0.32,85.05719866949778,31.9235556461614,104.9507830275904,,0.786531409564254,1.2,0.22
2024-01-03 10:00:00,,,27.93602587495776,,Microsoft Azure,Japan East,Standard_D2s_v3,,8.0,0.08,76.50591136314605,33.37563691165606,,0.081984746172209,0.8400076452070596,1.2,
2024-01-03 11:00:00,66.78709273603066,,,11.967622283456809,Microsoft Azure,Southeast Asia,Standard_F8s_v2,,,0.32,68.04196675533873,31.704984271020265,112.03803723374152,0.2436393143010398,0.6678709273603066,4.9,0.14
2024-01-03 12:00:00,55.23555915240535,33.502721379913474,10.980458545130098,17.82360877770862,Microsoft Azure,Japan East,,8.0,64.0,,48.71570782065778,,,,0.5523555915240536,1.2,0.22
2024-01-03 13:00:00,21.859387547490947,34.74423872408359,13.22395531497999,6.638650843627072,,East US,Standard_F8s_v2,,32.0,0.32,25.724842900468737,35.43935438921805,62.77346857667506,0.0783440449702075,0.2185938754749094,,0.12
2024-01-03 14:00:00,,,9.968659284927233,21.997321355118626,Microsoft Azure,Central India,,8.0,,0.48,62.66234180575516,34.741357992599085,144.25194444784316,0.3776021509511931,0.7151555889227141,,0.1
2024-01-03 15:00:00,57.03593285410186,,,18.49201029917402,,,Standard_D4s_v3,4.0,32.0,0.24,55.46531867868718,,138.9247154161338,0.1533125875118257,0.5703593285410186,2.3,0.12
2024-01-03 16:00:00,33.51907312865495,48.08379910615414,,5.473805311755649,Microsoft Azure,,Standard_F8s_v2,8.0,,,37.88849092190471,30.896685000228675,75.53199377739304,,0.3351907312865495,1.8,0.24
2024-01-03 17:00:00,60.5000915956107,,,6.139918474179924,,,Standard_D4s_v3,8.0,64.0,0.48,54.446709402807954,36.6368816761993,150.1242661825187,0.3600965451770748,0.6050009159561069,,0.24
2024-01-03 18:00:00,50.11650896823833,43.54462015600332,6.84075620103788,5.718382773200278,Microsoft Azure,,,4.0,16.0,,48.14494232456782,33.99370463920282,,0.0994311537929848,,1.8,0.24
2024-01-03 19:00:00,49.10847316621536,,4.996411370459387,5.637591376322025,Microsoft Azure,Japan East,Standard_F8s_v2,2.0,8.0,,,21.761146625073845,114.25301071384033,0.0479298698102261,0.4910847316621535,1.2,0.22
2024-01-03 20:00:00,52.45322236014509,31.063520172584887,,,Microsoft Azure,West Europe,Standard_F8s_v2,4.0,16.0,0.16,46.03631170387702,32.81821144201864,140.11097775277162,,,1.8,0.24
2024-01-03 21:00:00,,,9.256104496464497,8.732648027959023,Microsoft Azure,,,8.0,32.0,0.32,43.23211769436053,26.14779273006664,120.01747793892936,0.1635101776212162,0.4562225938091969,2.3,0.12
2024-01-03 22:00:00,53.64454013287098,43.0180542066083,10.676146765810152,7.354138298150897,,East US,Standard_E8s_v4,2.0,16.0,0.12,50.45659435499217,30.625128470076863,184.24817099225837,0.0720982619385785,0.5364454013287098,2.3,0.12
2024-01-03 23:00:00,38.9535824334421,70.7104348837286,,18.17127865987335,,,,,,0.16,48.480638168528046,18.412878140734804,127.2460566042117,0.0772839075479491,0.389535824334421,,0.24
2024-01-04 00:00:00,,60.76359888442266,14.077469812747635,8.790531398624406,,Central India,Standard_E8s_v4,4.0,32.0,0.24,,43.19429265423512,100.73694472914742,0.1486199855496998,0.5629544907185599,6.2,0.1
2024-01-04 01:00:00,,57.87577861244847,12.5129216755391,,Microsoft Azure,Japan East,Standard_E8s_v4,,16.0,,55.23385675288398,,137.77399920508728,0.1056063320373996,0.5410160452735635,1.2,0.22
2024-01-04 02:00:00,78.0048963354476,59.93018020997859,6.717161840854108,11.90004488837465,Microsoft Azure,Central India,Standard_E8s_v4,2.0,16.0,,72.5824814978069,,88.96246922627193,0.1029664631627908,0.7800489633544759,6.2,0.1
2024-01-04 03:00:00,57.00773413233429,83.72949765778152,5.409407097550577,2.613445882677032,Microsoft Azure,West Europe,Standard_F8s_v2,8.0,32.0,0.32,65.02426318996845,48.571650946320304,144.2955672543184,0.2262066890371024,0.5700773413233429,,0.24
2024-01-04 04:00:00,75.5748373172195,80.24170943910971,,,,East US,Standard_D4s_v3,,32.0,0.32,76.97489895378656,31.654855727925824,,0.2708602169449147,0.755748373172195,2.3,0.12
2024-01-04 05:00:00,85.42855570808862,80.41782709785348,7.36760952195751,24.76060782888809,Microsoft Azure,Japan East,Standard_D4s_v3,8.0,32.0,0.32,83.92533712501807,40.7407326383444,126.40074335784688,,0.8542855570808863,,0.22
2024-01-04 06:00:00,99.72872160563128,49.28236199122633,,8.359527368725164,Microsoft Azure,,Standard_D2s_v3,2.0,,0.08,84.59481372130979,36.588466903170335,,,0.9972872160563128,4.9,0.14
2024-01-04 07:00:00,,,4.671760293751471,12.910539071132602,Microsoft Azure,Central India,,2.0,8.0,0.08,,36.47868898955899,135.18917160828397,0.0423244190616332,0.4809593075185598,6.2,0.1
2024-01-04 08:00:00,44.63943149139078,50.04625243102779,17.991032201286224,9.90020912236892,Microsoft Azure,Central India,Standard_D2s_v3,4.0,16.0,,46.26147777328188,49.16640508508408,81.0511920580833,0.0785653994248477,,6.2,
2024-01-04 09:00:00,65.32628938002183,56.90551264544818,16.91245441750605,6.718556982549856,Microsoft Azure,Central India,Standard_D4s_v3,,,0.12,62.80005635964974,33.01985091558796,87.01630277156485,0.0862307019816288,,6.2,0.1
2024-01-04 10:00:00,65.28199696931037,,16.05055573964349,19.0326643226666,Microsoft Azure,Central India,Standard_E8s_v4,,32.0,0.32,69.7292830384752,,112.24135960110036,0.2297926293319725,0.6528199696931037,6.2,
2024-01-04 11:00:00,67.25457533556981,39.40967349874499,8.81200650276785,6.355223345843066,Microsoft Azure,East US,Standard_F8s_v2,4.0,16.0,0.16,58.90110478452236,39.92566999331632,153.9214193554722,0.1205201990013411,0.6725457533556981,,0.12
2024-01-04 12:00:00,54.56928497858912,,10.881039275271068,,Microsoft Azure,Southeast Asia,Standard_F8s_v2,8.0,64.0,,64.08633710502735,18.904655974369827,121.99144643818968,0.2986031274028397,0.5456928497858912,4.9,0.14
2024-01-04 13:00:00,71.22393475654995,70.104750842169,,18.047385154502265,Microsoft Azure,West Europe,,8.0,64.0,,70.88817958223567,41.68848840927619,145.2534249806361,0.4239248596709853,0.7122393475654996,1.8,0.24
2024-01-04 14:00:00,48.67243668015005,46.53581016801242,4.325470904490634,9.956032350749252,Microsoft Azure,West Europe,Standard_F8s_v2,,64.0,0.48,48.03144872650876,30.558208006969902,103.05727485937388,0.289698343120253,0.4867243668015005,1.8,0.24
2024-01-04 15:00:00,27.890100195752726,39.021865332896425,10.399383028523165,4.531317025893237,,,Standard_F8s_v2,8.0,64.0,0.48,,27.65078442812641,71.658042472311,0.1499371786523666,0.2789010019575272,,0.12
2024-01-04 16:00:00,30.0355032391618,38.65090503803593,9.803168517448295,15.126536905850369,Microsoft Azure,,Standard_E8s_v4,,64.0,0.48,32.62012377882404,36.66090150582452,117.57251081491692,0.1643542737246934,0.300355032391618,,0.14
2024-01-04 17:00:00,,45.07782319299781,17.377710214138585,7.596227136280609,,Southeast Asia,Standard_D2s_v3,,,0.48,44.04684080049307,30.208604827525317,104.06532181733706,0.2386065118666756,0.4360499120370533,4.9,0.14
2024-01-04 18:00:00,56.083140934292224,,4.954753922670852,12.0031692866798,,Japan East,Standard_D4s_v3,8.0,32.0,0.32,55.43786935893898,31.987578791821875,125.07307552128248,0.2189485822074768,,1.2,0.22
2024-01-04 19:00:00,25.20594546967048,37.390741160892354,5.508825549732015,,Microsoft Azure,East US,Standard_E8s_v4,4.0,16.0,0.16,,43.66887723124377,115.57631931264876,0.0451690542816495,0.2520594546967047,2.3,0.12
2024-01-04 20:00:00,35.03189556945798,39.81395946675033,7.649132838005746,6.159997175608584,,Central India,Standard_D2s_v3,4.0,32.0,0.24,,45.5909984302977,91.7045964466826,,0.3503189556945798,6.2,0.1
2024-01-04 21:00:00,,,11.008492987379585,12.470850889442453,Microsoft Azure,Central India,Standard_D2s_v3,2.0,8.0,0.08,50.59865989631636,39.01933305749622,,0.0446919128931087,,6.2,0.1
2024-01-04 22:00:00,42.32009166822589,55.90173349558962,,6.300049875573811,Microsoft Azure,West Europe,,8.0,,0.32,46.39458421643501,38.346020438288,130.01030073096092,0.1679261237395203,0.4232009166822589,1.8,0.24
2024-01-04 23:00:00,68.24768645255463,38.85628031449366,8.707213271935,10.56448531967539,Microsoft Azure,Japan East,Standard_E8s_v4,8.0,64.0,0.48,,46.96106996413929,125.34076061071276,0.3996584518661599,0.6824768645255463,1.2,
2024-01-05 00:00:00,80.07539230155226,,5.091428410314115,8.125305296330987,Microsoft Azure,Central India,Standard_D4s_v3,8.0,64.0,0.48,73.20190440895888,39.14911718090853,104.38233192094742,0.4227980713521959,0.8007539230155225,6.2,0.1
2024-01-05 01:00:00,67.56191995828114,55.604956469771054,16.711200373141686,4.001245924855202,,Southeast Asia,Standard_F8s_v2,2.0,16.0,0.12,63.974830911728105,30.52862522182729,129.43029687661303,,0.6756191995828114,4.9,
2024-01-05 02:00:00,,68.09264639719277,,4.218834070894037,Microsoft Azure,,Standard_E8s_v4,8.0,,0.32,89.92436683746294,17.409552347039345,136.21590836802403,0.3875923152472331,0.992808184547216,1.2,
2024-01-05 03:00:00,93.08034236433156,89.04593232634217,19.658028608498014,13.90934703673988,Microsoft Azure,Southeast Asia,Standard_E8s_v4,4.0,16.0,0.16,,34.20659308976494,89.31850547697857,0.1697785444725408,0.9308034236433156,4.9,0.14
2024-01-05 04:00:00,100.0,89.16245915684402,,4.824465490666587,Microsoft Azure,East US,Standard_D2s_v3,,32.0,0.32,,46.55011683258608,,0.3584,1.0,2.3,0.12
2024-01-05 05:00:00,77.41599365965895,74.93110093538839,6.562267665118498,13.038352443732496,Microsoft Azure,East US,Standard_D2s_v3,,8.0,0.08,76.67052584237777,32.945517532647735,115.95935636343822,0.0693647303190544,,,0.12
2024-01-05 06:00:00,49.87965830665775,69.04732407557192,9.70745512016682,15.538713084264238,Microsoft Azure,,,2.0,16.0,0.12,55.629958037332,21.257651009906944,169.07056585113645,0.067038260764148,0.4987965830665775,2.3,
2024-01-05 07:00:00,69.83695815100648,91.34450759318992,20.62972116735249,15.886294213545373,Microsoft Azure,West Europe,Standard_D4s_v3,8.0,32.0,0.32,76.28922298366152,41.76810835737015,124.06905197309952,,0.6983695815100649,1.8,0.24
2024-01-05 08:00:00,57.26504792235804,76.53335430439364,8.00115340763342,4.406064431519676,Microsoft Azure,,Standard_E8s_v4,2.0,,0.12,,26.141443893229507,,0.0783385855577858,,,0.14
2024-01-05 09:00:00,,,,10.400608606698924,Microsoft Azure,West Europe,Standard_D4s_v3,8.0,64.0,0.48,60.6515515029475,29.82450577835541,,,,1.8,0.24
2024-01-05 10:00:00,,98.19742896244983,9.745470042294894,19.005599654919223,,Southeast Asia,,8.0,32.0,0.32,87.21302296858059,,162.1412075354791,0.3009797736183956,,,
2024-01-05 11:00:00,,60.51609196964467,12.165004685496177,5.568289082871012,Microsoft Azure,,Standard_F8s_v2,,8.0,0.08,,30.76561409963024,119.39113519347544,0.0519958390040796,0.5701298136412238,4.9,
2024-01-05 12:00:00,95.84746091709576,60.456041738018406,9.861592247930265,7.663030403909088,Microsoft Azure,,Standard_D4s_v3,4.0,16.0,0.16,85.23003516337255,36.69275976304315,113.56558656441638,0.1901613624595179,0.9584746091709576,1.8,0.24
2024-01-05 13:00:00,30.40851072894667,59.58641870027258,13.407300533673784,10.234670515634551,Microsoft Azure,Japan East,Standard_F8s_v2,4.0,16.0,0.16,39.16188312034444,47.64186069880657,,0.0593574129429039,0.3040851072894667,,
2024-01-05 14:00:00,57.20636309147117,,,6.092052803372498,,West Europe,Standard_D2s_v3,,32.0,0.24,59.96421510728201,,151.15817214493634,0.1702461365602182,0.5720636309147117,1.8,0.24
2024-01-05 15:00:00,46.01748509305757,62.93793555530526,3.257482261336613,,Microsoft Azure,,Standard_F8s_v2,4.0,32.0,0.24,51.09362023173188,16.402565820108247,117.31685011008558,0.1236949999301387,,2.3,0.12
2024-01-05 16:00:00,35.79332989156809,24.564677647064094,7.6882584646642815,,Microsoft Azure,Southeast Asia,,8.0,64.0,0.48,,26.04264084299085,140.1823281202771,0.1958611011666606,0.3579332989156809,,0.14
2024-01-05 17:00:00,28.36972844720221,29.352929003465423,5.827530933965125,10.493299736421548,,East US,Standard_E8s_v4,2.0,8.0,0.08,28.66468861408117,24.736062206491443,113.51873893549435,0.0254192766886931,0.2836972844720221,,0.12
2024-01-05 18:00:00,56.59908394189321,34.95754507460976,8.237899782836836,,Microsoft Azure,,Standard_E8s_v4,8.0,64.0,,50.10662228170817,51.61398386848673,129.06639055627923,0.3097101873300396,0.5659908394189321,4.9,
2024-01-05 19:00:00,58.18793050827712,42.00310143421432,6.5151789339225,,Microsoft Azure,Southeast Asia,Standard_F8s_v2,2.0,16.0,0.12,53.33248178605828,26.720361083742937,121.96587975790229,0.0796010889353231,,4.9,0.14
2024-01-05 20:00:00,,45.64922664207647,8.459074309636142,,Microsoft Azure,Southeast Asia,Standard_D4s_v3,2.0,16.0,0.12,27.958854033107468,11.829956974450486,98.22165589906209,0.0278760995762611,0.2037726577212075,4.9,0.14
2024-01-05 21:00:00,52.910010192971946,40.34497709993392,9.211563073225658,,Microsoft Azure,Japan East,Standard_E8s_v4,4.0,,0.24,49.14050026506053,38.87113853793512,117.42889592159824,,0.5291001019297195,1.2,0.22
2024-01-05 22:00:00,51.04920928843482,54.80864115751826,9.944776985819894,13.700465017863715,,,Standard_D2s_v3,4.0,32.0,,52.17703884915985,36.12829324658051,140.9796216929078,0.151922446842382,0.5104920928843482,1.8,0.24
2024-01-05 23:00:00,83.43031115831229,66.46642791986308,7.641557214256889,,Microsoft Azure,Southeast Asia,Standard_D4s_v3,4.0,,0.24,78.34114618677752,38.62827441211184,77.88036512948844,0.2282653313291424,0.834303111583123,4.9,0.14
2024-01-06 00:00:00,45.09358282978633,55.62957019814475,12.978642195854926,4.157083926529212,Microsoft Azure,Central India,,4.0,32.0,0.24,,27.806706983983688,147.7315050555731,0.1190470586706359,,6.2,0.1
2024-01-06 01:00:00,39.20087850628386,75.97188180124317,2.9869200724202454,2.467889000851418,Microsoft Azure,West Europe,,8.0,32.0,,50.23217949477164,49.146386467174175,,0.1555490859129343,,1.8,0.24
