timestamp,target,forecast,region,service_type
2024-01-03 16:00:00,37.88849092,40.892056,asia-south,Standard_D4s_v3
2024-01-03 17:00:00,54.4467094,53.461548,asia-south,Standard_D4s_v3
2024-01-03 18:00:00,48.14494232,48.59857,asia-south,Standard_D4s_v3
2024-01-03 19:00:00,47.09062701,46.31872,asia-south,Standard_D4s_v3
2024-01-03 20:00:00,46.0363117,44.573586,asia-south,Standard_D4s_v3
2024-01-03 21:00:00,43.23211769,44.576862,asia-south,Standard_D4s_v3
2024-01-03 22:00:00,50.45659435,50.064964,asia-south,Standard_D4s_v3
2024-01-03 23:00:00,48.48063817,47.675106,asia-south,Standard_D4s_v3
2024-01-04 00:00:00,51.85724746,57.092583,asia-south,Standard_D4s_v3
2024-01-04 01:00:00,55.23385675,58.719624,asia-south,Standard_D4s_v3
2024-01-04 02:00:00,72.5824815,72.416824,asia-south,Standard_D4s_v3
2024-01-04 03:00:00,65.02426319,65.49317,asia-south,Standard_D4s_v3
2024-01-04 04:00:00,76.97489895,76.53202,asia-south,Standard_D4s_v3
2024-01-04 05:00:00,83.92533713,81.85711,asia-south,Standard_D4s_v3
2024-01-04 06:00:00,84.59481372,82.66711,asia-south,Standard_D4s_v3
2024-01-04 07:00:00,65.42814575,58.601128,asia-south,Standard_D4s_v3
2024-01-04 08:00:00,46.26147777,51.75572,asia-south,Standard_D4s_v3
2024-01-04 09:00:00,62.80005636,60.513912,asia-south,Standard_D4s_v3
2024-01-04 10:00:00,69.72928304,61.899887,asia-south,Standard_D4s_v3
2024-01-04 11:00:00,58.90110478,59.77284,asia-south,Standard_D4s_v3
2024-01-04 12:00:00,64.08633711,54.633648,asia-south,Standard_D4s_v3
2024-01-04 13:00:00,70.88817958,67.522285,asia-south,Standard_D4s_v3
2024-01-04 14:00:00,48.03144873,47.88914,asia-south,Standard_D4s_v3
2024-01-04 15:00:00,40.32578625,34.918934,asia-south,Standard_D4s_v3
2024-01-04 16:00:00,32.62012378,34.61188,asia-south,Standard_D4s_v3
2024-01-04 17:00:00,44.0468408,43.544586,asia-south,Standard_D4s_v3
2024-01-04 18:00:00,55.43786936,45.894615,asia-south,Standard_D4s_v3
2024-01-04 19:00:00,53.82479954,35.682747,asia-south,Standard_D4s_v3
2024-01-04 20:00:00,52.21172972,39.685326,asia-south,Standard_D4s_v3
2024-01-04 21:00:00,50.5986599,43.669655,asia-south,Standard_D4s_v3
2024-01-04 22:00:00,46.39458422,46.43814,asia-south,Standard_D4s_v3
2024-01-04 23:00:00,59.79824431,59.163174,asia-south,Standard_D4s_v3
2024-01-05 00:00:00,73.20190441,71.24677,asia-south,Standard_D4s_v3
2024-01-05 01:00:00,63.97483091,65.87578,asia-south,Standard_D4s_v3
2024-01-05 02:00:00,89.92436684,90.49959,asia-south,Standard_D4s_v3
2024-01-05 03:00:00,85.50641984,84.46046,asia-south,Standard_D4s_v3
2024-01-05 04:00:00,81.08847284,84.96156,asia-south,Standard_D4s_v3
2024-01-05 05:00:00,76.67052584,76.83489,asia-south,Standard_D4s_v3
2024-01-05 06:00:00,55.62995804,60.6264,asia-south,Standard_D4s_v3
2024-01-05 07:00:00,76.28922298,75.26639,asia-south,Standard_D4s_v3
2024-01-05 08:00:00,68.47038724,66.26312,asia-south,Standard_D4s_v3
2024-01-05 09:00:00,60.6515515,68.305984,asia-south,Standard_D4s_v3
2024-01-05 10:00:00,87.21302297,78.329895,asia-south,Standard_D4s_v3
2024-01-05 11:00:00,86.22152907,68.88609,asia-south,Standard_D4s_v3
2024-01-05 12:00:00,85.23003516,82.12785,asia-south,Standard_D4s_v3
2024-01-05 13:00:00,39.16188312,42.44351,asia-south,Standard_D4s_v3
2024-01-05 14:00:00,59.96421511,56.040928,asia-south,Standard_D4s_v3
2024-01-05 15:00:00,51.09362023,49.99222,asia-south,Standard_D4s_v3
2024-01-05 16:00:00,39.87915442,37.512287,asia-south,Standard_D4s_v3
2024-01-05 17:00:00,28.66468861,30.593498,asia-south,Standard_D4s_v3
2024-01-05 18:00:00,50.10662228,48.731472,asia-south,Standard_D4s_v3
2024-01-05 19:00:00,53.33248179,49.276226,asia-south,Standard_D4s_v3
2024-01-05 20:00:00,27.95885403,32.038025,asia-south,Standard_D4s_v3
2024-01-05 21:00:00,49.14050027,48.102257,asia-south,Standard_D4s_v3
2024-01-05 22:00:00,52.17703885,51.681576,asia-south,Standard_D4s_v3
2024-01-05 23:00:00,78.34114619,76.83008,asia-south,Standard_D4s_v3
2024-01-06 00:00:00,64.28666284,61.64164,asia-south,Standard_D4s_v3
2024-01-06 01:00:00,50.23217949,66.214195,asia-south,Standard_D4s_v3
2024-01-06 02:00:00,77.612204,75.34604,asia-south,Standard_D4s_v3
2024-01-06 03:00:00,53.08356188,55.31632,asia-south,Standard_D4s_v3
2024-01-06 04:00:00,80.12872195,79.49706,asia-south,Standard_D4s_v3
2024-01-06 05:00:00,84.43918144,83.85621,asia-south,Standard_D4s_v3
2024-01-06 06:00:00,88.18840007,83.03478,asia-south,Standard_D4s_v3
2024-01-06 07:00:00,91.9376187,93.54042,asia-south,Standard_D4s_v3
2024-01-06 08:00:00,58.79862815,68.25771,asia-south,Standard_D4s_v3
2024-01-06 09:00:00,54.23506416,56.99303,asia-south,Standard_D4s_v3
2024-01-06 10:00:00,47.49741992,42.86101,asia-south,Standard_D4s_v3
2024-01-06 11:00:00,43.15536089,46.05669,asia-south,Standard_D4s_v3
2024-01-06 12:00:00,49.17683099,50.279037,asia-south,Standard_D4s_v3
2024-01-06 13:00:00,45.1208885,46.103535,asia-south,Standard_D4s_v3
2024-01-06 14:00:00,37.06862672,38.944828,asia-south,Standard_D4s_v3
2024-01-06 15:00:00,54.43592588,52.447617,asia-south,Standard_D4s_v3
2024-01-06 16:00:00,26.24889338,28.0951,asia-south,Standard_D4s_v3
2024-01-06 17:00:00,40.25312317,36.11218,asia-south,Standard_D4s_v3
2024-01-06 18:00:00,36.02864639,37.999695,asia-south,Standard_D4s_v3
2024-01-06 19:00:00,48.46107348,48.96895,asia-south,Standard_D4s_v3
2024-01-06 20:00:00,46.25373367,48.674698,asia-south,Standard_D4s_v3
2024-01-06 21:00:00,51.91262406,52.523537,asia-south,Standard_D4s_v3
2024-01-06 22:00:00,61.023198,55.06837,asia-south,Standard_D4s_v3
2024-01-06 23:00:00,51.92082765,51.76358,asia-south,Standard_D4s_v3
2024-01-07 00:00:00,72.56765974,74.586426,asia-south,Standard_D4s_v3
2024-01-07 01:00:00,66.25482303,65.44736,asia-south,Standard_D4s_v3
2024-01-07 02:00:00,58.87830542,62.423252,asia-south,Standard_D4s_v3
2024-01-07 03:00:00,76.20091608,75.020645,asia-south,Standard_D4s_v3
2024-01-07 04:00:00,84.13394405,74.74336,asia-south,Standard_D4s_v3
2024-01-07 05:00:00,92.06697203,91.761086,asia-south,Standard_D4s_v3
2024-01-07 06:00:00,100.0,97.35116,asia-south,Standard_D4s_v3
2024-01-07 07:00:00,93.15587132,91.84169,asia-south,Standard_D4s_v3
2024-01-07 08:00:00,86.31174264,82.47875,asia-south,Standard_D4s_v3
2024-01-07 09:00:00,93.24213335,93.27344,asia-south,Standard_D4s_v3
2024-01-07 10:00:00,52.9121238,64.54752,asia-south,Standard_D4s_v3
2024-01-07 11:00:00,61.32622835,60.87964,asia-south,Standard_D4s_v3
2024-01-07 12:00:00,65.00269902,64.6314,asia-south,Standard_D4s_v3
2024-01-07 13:00:00,56.17298944,56.438606,asia-south,Standard_D4s_v3
2024-01-07 14:00:00,47.34327985,47.67334,asia-south,Standard_D4s_v3
2024-01-07 15:00:00,49.40354681,46.34452,asia-south,Standard_D4s_v3
2024-01-07 16:00:00,51.46381376,50.39489,asia-south,Standard_D4s_v3
2024-01-07 17:00:00,53.22072718,52.762848,asia-south,Standard_D4s_v3
2024-01-07 18:00:00,55.07715727,54.53301,asia-south,Standard_D4s_v3
2024-01-07 19:00:00,38.42178212,42.38593,asia-south,Standard_D4s_v3
2024-01-07 20:00:00,44.70841476,44.72327,asia-south,Standard_D4s_v3
2024-01-07 21:00:00,57.03273888,50.843616,asia-south,Standard_D4s_v3
2024-01-07 22:00:00,37.76741137,43.986504,asia-south,Standard_D4s_v3
2024-01-07 23:00:00,36.86012731,50.979008,asia-south,Standard_D4s_v3
2024-01-08 00:00:00,35.95284326,37.94761,asia-south,Standard_D4s_v3
2024-01-08 01:00:00,60.6149664,61.15231,asia-south,Standard_D4s_v3
2024-01-08 02:00:00,84.89734691,79.90357,asia-south,Standard_D4s_v3
2024-01-08 03:00:00,68.55681901,71.34306,asia-south,Standard_D4s_v3
2024-01-08 04:00:00,69.20882686,69.33859,asia-south,Standard_D4s_v3
2024-01-08 05:00:00,68.9282962,70.28774,asia-south,Standard_D4s_v3
2024-01-08 06:00:00,76.56302712,77.30103,asia-south,Standard_D4s_v3
2024-01-08 07:00:00,59.89169296,68.309395,asia-south,Standard_D4s_v3
2024-01-08 08:00:00,62.65296428,64.40815,asia-south,Standard_D4s_v3
2024-01-08 09:00:00,68.19008161,66.7921,asia-south,Standard_D4s_v3
2024-01-08 10:00:00,52.84320535,55.209538,asia-south,Standard_D4s_v3
2024-01-08 11:00:00,72.25848503,68.68717,asia-south,Standard_D4s_v3
2024-01-08 12:00:00,68.49528762,66.41029,asia-south,Standard_D4s_v3
2024-01-08 13:00:00,53.25446802,53.384563,asia-south,Standard_D4s_v3
2024-01-08 14:00:00,50.54237882,47.605507,asia-south,Standard_D4s_v3
2024-01-08 15:00:00,47.83028962,46.70553,asia-south,Standard_D4s_v3
2024-01-08 16:00:00,50.92393494,43.819843,asia-south,Standard_D4s_v3
2024-01-08 17:00:00,54.01758027,52.347065,asia-south,Standard_D4s_v3
2024-01-08 18:00:00,39.13562507,41.790646,asia-south,Standard_D4s_v3
2024-01-08 19:00:00,40.75247133,36.20809,asia-south,Standard_D4s_v3
2024-01-08 20:00:00,42.36931759,45.761063,asia-south,Standard_D4s_v3
2024-01-08 21:00:00,43.98616385,43.809067,asia-south,Standard_D4s_v3
2024-01-08 22:00:00,45.9398511,44.045406,asia-south,Standard_D4s_v3
2024-01-08 23:00:00,53.89232358,58.46557,asia-south,Standard_D4s_v3
2024-01-09 00:00:00,61.84479607,64.65604,asia-south,Standard_D4s_v3
2024-01-09 01:00:00,73.10421996,65.89297,asia-south,Standard_D4s_v3
2024-01-09 02:00:00,59.92416013,61.914284,asia-south,Standard_D4s_v3
2024-01-09 03:00:00,56.56400029,58.92123,asia-south,Standard_D4s_v3
2024-01-09 04:00:00,66.62663282,66.59033,asia-south,Standard_D4s_v3
2024-01-09 05:00:00,59.64208099,60.130646,asia-south,Standard_D4s_v3
2024-01-09 06:00:00,59.19554334,60.748722,asia-south,Standard_D4s_v3
2024-01-09 07:00:00,86.69807676,79.56029,asia-south,Standard_D4s_v3
2024-01-09 08:00:00,67.10905283,67.02557,asia-south,Standard_D4s_v3
2024-01-09 09:00:00,59.31874134,61.338062,asia-south,Standard_D4s_v3
2024-01-09 10:00:00,51.52842984,52.78791,asia-south,Standard_D4s_v3
2024-01-09 11:00:00,55.00508569,75.50026,asia-south,Standard_D4s_v3
2024-01-09 12:00:00,58.48174154,59.48982,asia-south,Standard_D4s_v3
2024-01-09 13:00:00,48.80031104,54.861973,asia-south,Standard_D4s_v3
2024-01-09 14:00:00,64.59377299,63.602497,asia-south,Standard_D4s_v3
2024-01-09 15:00:00,52.53672072,52.67717,asia-south,Standard_D4s_v3
2024-01-09 16:00:00,47.34773998,46.308464,asia-south,Standard_D4s_v3
2024-01-09 17:00:00,47.44659311,46.841537,asia-south,Standard_D4s_v3
2024-01-09 18:00:00,45.97247678,46.518356,asia-south,Standard_D4s_v3
2024-01-09 19:00:00,38.88086328,39.678097,asia-south,Standard_D4s_v3
2024-01-09 20:00:00,34.65468508,34.145435,asia-south,Standard_D4s_v3
2024-01-09 21:00:00,61.07690022,58.373898,asia-south,Standard_D4s_v3
2024-01-09 22:00:00,55.63190037,59.835968,asia-south,Standard_D4s_v3
2024-01-09 23:00:00,50.18690052,50.4297,asia-south,Standard_D4s_v3
2024-01-10 00:00:00,73.92151208,71.95724,asia-south,Standard_D4s_v3
2024-01-10 01:00:00,63.42450706,64.02397,asia-south,Standard_D4s_v3
2024-01-10 02:00:00,61.77477338,63.24145,asia-south,Standard_D4s_v3
2024-01-10 03:00:00,70.38343098,66.12467,asia-south,Standard_D4s_v3
2024-01-10 04:00:00,72.07952789,67.54923,asia-south,Standard_D4s_v3
2024-01-10 05:00:00,80.16745709,78.40604,asia-south,Standard_D4s_v3
2024-01-10 06:00:00,70.81410024,76.96906,asia-south,Standard_D4s_v3
2024-01-10 07:00:00,87.98521742,81.7553,asia-south,Standard_D4s_v3
2024-01-10 08:00:00,74.54387677,76.54,asia-south,Standard_D4s_v3
2024-01-10 09:00:00,61.10253612,62.466854,asia-south,Standard_D4s_v3
2024-01-10 10:00:00,69.72556308,67.54632,asia-south,Standard_D4s_v3
2024-01-10 11:00:00,64.79193699,64.802734,asia-south,Standard_D4s_v3
2024-01-10 12:00:00,50.26981049,54.116203,asia-south,Standard_D4s_v3
2024-01-10 13:00:00,53.48994603,50.883068,asia-south,Standard_D4s_v3
2024-01-10 14:00:00,45.07544978,44.988853,asia-south,Standard_D4s_v3
2024-01-10 15:00:00,36.66095354,41.401848,asia-south,Standard_D4s_v3
2024-01-10 16:00:00,45.28807286,43.77082,asia-south,Standard_D4s_v3
2024-01-10 17:00:00,44.14803205,47.027615,asia-south,Standard_D4s_v3
2024-01-10 18:00:00,40.80730063,41.12013,asia-south,Standard_D4s_v3
2024-01-10 19:00:00,46.42126175,47.11971,asia-south,Standard_D4s_v3
2024-01-10 20:00:00,52.19059003,49.703632,asia-south,Standard_D4s_v3
2024-01-10 21:00:00,45.01878769,45.736294,asia-south,Standard_D4s_v3
2024-01-10 22:00:00,56.26635192,51.479683,asia-south,Standard_D4s_v3
2024-01-10 23:00:00,59.22823413,50.652008,asia-south,Standard_D4s_v3
2024-01-11 00:00:00,62.19011634,61.884354,asia-south,Standard_D4s_v3
2024-01-11 01:00:00,69.93257131,69.22876,asia-south,Standard_D4s_v3
2024-01-11 02:00:00,69.76655041,72.153534,asia-south,Standard_D4s_v3
2024-01-11 03:00:00,74.15337121,75.59013,asia-south,Standard_D4s_v3
2024-01-11 04:00:00,63.1661746,66.235,asia-south,Standard_D4s_v3
2024-01-11 05:00:00,78.13129,77.58935,asia-south,Standard_D4s_v3
2024-01-11 06:00:00,93.43305558,93.28816,asia-south,Standard_D4s_v3
2024-01-11 07:00:00,71.7422699,83.01878,asia-south,Standard_D4s_v3
2024-01-11 08:00:00,50.05148421,54.17205,asia-south,Standard_D4s_v3
2024-01-11 09:00:00,79.81447529,77.05447,asia-south,Standard_D4s_v3
2024-01-11 10:00:00,47.89065115,51.403843,asia-south,Standard_D4s_v3
2024-01-11 11:00:00,39.11579221,41.687286,asia-south,Standard_D4s_v3
2024-01-11 12:00:00,81.40870643,74.82363,asia-south,Standard_D4s_v3
2024-01-11 13:00:00,72.35268125,47.536797,asia-south,Standard_D4s_v3
2024-01-11 14:00:00,63.29665607,63.874306,asia-south,Standard_D4s_v3
2024-01-11 15:00:00,61.13941055,59.07457,asia-south,Standard_D4s_v3
2024-01-11 16:00:00,37.05542815,46.361607,asia-south,Standard_D4s_v3
2024-01-11 17:00:00,44.33571651,45.167538,asia-south,Standard_D4s_v3
2024-01-11 18:00:00,34.20972488,35.85667,asia-south,Standard_D4s_v3
2024-01-11 19:00:00,36.54829054,42.414513,asia-south,Standard_D4s_v3
2024-01-11 20:00:00,45.04142666,43.77359,asia-south,Standard_D4s_v3
2024-01-11 21:00:00,53.53456278,46.76879,asia-south,Standard_D4s_v3
2024-01-11 22:00:00,62.0276989,61.962704,asia-south,Standard_D4s_v3
2024-01-11 23:00:00,56.86880893,56.13961,asia-south,Standard_D4s_v3
2024-01-12 00:00:00,68.3788427,67.10527,asia-south,Standard_D4s_v3
2024-01-12 01:00:00,77.51175305,77.47092,asia-south,Standard_D4s_v3
2024-01-12 02:00:00,75.50082051,79.67315,asia-south,Standard_D4s_v3
2024-01-12 03:00:00,88.72200052,83.90885,asia-south,Standard_D4s_v3
2024-01-12 04:00:00,74.60580818,73.89411,asia-south,Standard_D4s_v3
2024-01-12 05:00:00,75.74463175,64.831375,asia-south,Standard_D4s_v3
2024-01-12 06:00:00,76.88345532,74.658516,asia-south,Standard_D4s_v3
2024-01-12 07:00:00,73.872613,81.91738,asia-south,Standard_D4s_v3
2024-01-12 08:00:00,70.86177069,73.86819,asia-south,Standard_D4s_v3
2024-01-12 09:00:00,87.89591869,84.71903,asia-south,Standard_D4s_v3
2024-01-12 10:00:00,75.45248535,74.90786,asia-south,Standard_D4s_v3
2024-01-12 11:00:00,88.54890251,82.98655,asia-south,Standard_D4s_v3
2024-01-12 12:00:00,50.81467076,56.28006,asia-south,Standard_D4s_v3
2024-01-12 13:00:00,62.41197604,66.57027,asia-south,Standard_D4s_v3
2024-01-12 14:00:00,50.43881904,50.66648,asia-south,Standard_D4s_v3
2024-01-12 15:00:00,38.00486866,39.35434,asia-south,Standard_D4s_v3
2024-01-12 16:00:00,46.50046934,43.30933,asia-south,Standard_D4s_v3
2024-01-12 17:00:00,45.11546838,45.62976,asia-south,Standard_D4s_v3
2024-01-12 18:00:00,51.38825255,49.71652,asia-south,Standard_D4s_v3
2024-01-12 19:00:00,44.52448807,44.344894,asia-south,Standard_D4s_v3
2024-01-12 20:00:00,49.59459379,49.726818,asia-south,Standard_D4s_v3
2024-01-12 21:00:00,41.73535869,41.663864,asia-south,Standard_D4s_v3
2024-01-12 22:00:00,68.31823258,67.01429,asia-south,Standard_D4s_v3
2024-01-12 23:00:00,61.04406908,65.48367,asia-south,Standard_D4s_v3
2024-01-13 00:00:00,69.4032131,71.86617,asia-south,Standard_D4s_v3
2024-01-13 01:00:00,77.76235711,79.47489,asia-south,Standard_D4s_v3
2024-01-13 02:00:00,71.44269683,71.09853,asia-south,Standard_D4s_v3
2024-01-13 03:00:00,75.79341149,75.55313,asia-south,Standard_D4s_v3
2024-01-13 04:00:00,72.33416939,67.745514,asia-south,Standard_D4s_v3
2024-01-13 05:00:00,68.87492728,73.790565,asia-south,Standard_D4s_v3
2024-01-13 06:00:00,89.0877418,85.68311,asia-south,Standard_D4s_v3
2024-01-13 07:00:00,93.72832778,96.05809,asia-south,Standard_D4s_v3
2024-01-13 08:00:00,94.75514418,95.40823,asia-south,Standard_D4s_v3
2024-01-13 09:00:00,90.62655935,89.59131,asia-south,Standard_D4s_v3
2024-01-13 10:00:00,81.28454172,64.69043,asia-south,Standard_D4s_v3
2024-01-13 11:00:00,71.9425241,75.31117,asia-south,Standard_D4s_v3
2024-01-13 12:00:00,73.8456504,72.86251,asia-south,Standard_D4s_v3
2024-01-13 13:00:00,50.45632678,53.04541,asia-south,Standard_D4s_v3
2024-01-13 14:00:00,50.33821972,43.01888,asia-south,Standard_D4s_v3
2024-01-13 15:00:00,50.22011267,45.794525,asia-south,Standard_D4s_v3
2024-01-13 16:00:00,40.95856235,42.617695,asia-south,Standard_D4s_v3
2024-01-13 17:00:00,47.81761905,41.729664,asia-south,Standard_D4s_v3
2024-01-13 18:00:00,29.09222855,32.928177,asia-south,Standard_D4s_v3
2024-01-13 19:00:00,34.27195089,36.825916,asia-south,Standard_D4s_v3
2024-01-13 20:00:00,34.53749451,49.58394,asia-south,Standard_D4s_v3
2024-01-13 21:00:00,34.80303812,35.394527,asia-south,Standard_D4s_v3
2024-01-13 22:00:00,53.95467929,51.34463,asia-south,Standard_D4s_v3
2024-01-13 23:00:00,78.04987564,75.92892,asia-south,Standard_D4s_v3
2024-01-14 00:00:00,81.14687915,81.06249,asia-south,Standard_D4s_v3
2024-01-14 01:00:00,84.24388266,82.846245,asia-south,Standard_D4s_v3
2024-01-14 02:00:00,56.1426701,60.256115,asia-south,Standard_D4s_v3
2024-01-14 03:00:00,77.42803693,79.05819,asia-south,Standard_D4s_v3
2024-01-14 04:00:00,58.62787256,64.666534,asia-south,Standard_D4s_v3
2024-01-14 05:00:00,81.977034,79.573105,asia-south,Standard_D4s_v3
2024-01-14 06:00:00,58.15021895,62.270878,asia-south,Standard_D4s_v3
2024-01-14 07:00:00,85.57212979,82.503746,asia-south,Standard_D4s_v3
2024-01-14 08:00:00,89.78833345,85.28769,asia-south,Standard_D4s_v3
2024-01-14 09:00:00,76.13341282,82.60677,asia-south,Standard_D4s_v3
2024-01-14 10:00:00,62.47849219,63.645203,asia-south,Standard_D4s_v3
2024-01-14 11:00:00,64.35552435,61.951717,asia-south,Standard_D4s_v3
2024-01-14 12:00:00,76.15813896,73.97474,asia-south,Standard_D4s_v3
2024-01-14 13:00:00,61.51173111,56.905975,asia-south,Standard_D4s_v3
2024-01-14 14:00:00,46.86532325,47.65428,asia-south,Standard_D4s_v3
2024-01-14 15:00:00,35.77780384,37.45529,asia-south,Standard_D4s_v3
2024-01-14 16:00:00,52.61804322,45.222286,asia-south,Standard_D4s_v3
2024-01-14 17:00:00,41.0732781,42.648403,asia-south,Standard_D4s_v3
2024-01-14 18:00:00,41.18963283,40.038174,asia-south,Standard_D4s_v3
2024-01-14 19:00:00,41.30598756,42.538563,asia-south,Standard_D4s_v3
2024-01-14 20:00:00,41.42234229,39.75524,asia-south,Standard_D4s_v3
2024-01-14 21:00:00,41.53869702,43.173214,asia-south,Standard_D4s_v3
2024-01-14 22:00:00,41.65505175,42.32662,asia-south,Standard_D4s_v3
2024-01-14 23:00:00,45.19405084,44.939518,asia-south,Standard_D4s_v3
2024-01-15 00:00:00,46.16834068,48.4569,asia-south,Standard_D4s_v3
2024-01-15 01:00:00,56.57775669,57.98155,asia-south,Standard_D4s_v3
2024-01-15 02:00:00,72.61799592,78.16226,asia-south,Standard_D4s_v3
2024-01-15 03:00:00,88.65823515,82.88894,asia-south,Standard_D4s_v3
2024-01-15 04:00:00,80.062891,76.619514,asia-south,Standard_D4s_v3
2024-01-15 05:00:00,66.66357892,69.11982,asia-south,Standard_D4s_v3
2024-01-15 06:00:00,72.94370695,63.41256,asia-south,Standard_D4s_v3
2024-01-15 07:00:00,79.22383498,65.09547,asia-south,Standard_D4s_v3
2024-01-15 08:00:00,23.52996184,35.292854,asia-south,Standard_D4s_v3
2024-01-15 09:00:00,79.27911433,67.03319,asia-south,Standard_D4s_v3
2024-01-15 10:00:00,41.64481822,44.98441,asia-south,Standard_D4s_v3
2024-01-15 11:00:00,80.03225646,78.506004,asia-south,Standard_D4s_v3
2024-01-15 12:00:00,67.85614646,67.571335,asia-south,Standard_D4s_v3
2024-01-15 13:00:00,48.58083657,57.584442,asia-south,Standard_D4s_v3
2024-01-15 14:00:00,53.80765206,53.5213,asia-south,Standard_D4s_v3
2024-01-15 15:00:00,59.03446756,55.400253,asia-south,Standard_D4s_v3
2024-01-15 16:00:00,44.88090533,45.314747,asia-south,Standard_D4s_v3
2024-01-15 17:00:00,20.12008122,21.639774,asia-south,Standard_D4s_v3
2024-01-15 18:00:00,35.19652646,36.15611,asia-south,Standard_D4s_v3
2024-01-15 19:00:00,46.70440974,45.441353,asia-south,Standard_D4s_v3
2024-01-15 20:00:00,52.86355969,51.14275,asia-south,Standard_D4s_v3
2024-01-15 21:00:00,40.49931105,40.559185,asia-south,Standard_D4s_v3
2024-01-15 22:00:00,64.83750005,61.309032,asia-south,Standard_D4s_v3
2024-01-15 23:00:00,52.18308589,51.02206,asia-south,Standard_D4s_v3
2024-01-16 00:00:00,52.38629493,59.807735,asia-south,Standard_D4s_v3
2024-01-16 01:00:00,64.12449873,64.306015,asia-south,Standard_D4s_v3
2024-01-16 02:00:00,76.59066201,75.46704,asia-south,Standard_D4s_v3
2024-01-16 03:00:00,40.32114382,40.999535,asia-south,Standard_D4s_v3
2024-01-16 04:00:00,87.25956168,75.65021,asia-south,Standard_D4s_v3
2024-01-16 05:00:00,94.71513018,95.65711,asia-south,Standard_D4s_v3
2024-01-16 06:00:00,74.11013551,75.26638,asia-south,Standard_D4s_v3
2024-01-16 07:00:00,75.51487464,78.02103,asia-south,Standard_D4s_v3
2024-01-16 08:00:00,76.91961376,80.933426,asia-south,Standard_D4s_v3
2024-01-16 09:00:00,84.19225831,80.40863,asia-south,Standard_D4s_v3
2024-01-16 10:00:00,64.21465464,77.65163,asia-south,Standard_D4s_v3
2024-01-16 11:00:00,44.23705097,48.419037,asia-south,Standard_D4s_v3
2024-01-16 12:00:00,45.49745487,46.82066,asia-south,Standard_D4s_v3
